name,discountPrice,oldPrice,discount,image,rating,category,merchant
360° Universal B Car Rearview Mirror Mount Holder Stand Crad,"₦ 9,886","₦ 12,851",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/69/1773711/1.jpg?9463,not available,electronic cables,not available
BT97L Wooden A Bluetooth Speaker With Lights Black,"₦ 30,736","₦ 39,956",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/07/005159/1.jpg?2691,not available,electronic cables,not available
Lady Universal B Car Truck Manual Gear Stick Shift Lever Kno,"₦ 21,206","₦ 27,567",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/01/6247711/1.jpg?7547,not available,electronic cables,not available
4-Channel Rca Audio Noise Filter Suppressor Ground Loop Isolator Car Stereo 50W,"₦ 16,447","₦ 31,585",48%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/3446432/1.jpg?4286,not available,electronic cables,not available
Aluminium Alloy B Bicycle Phone Holder Bike Mount Mobile Bra,"₦ 15,805","₦ 20,546",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/38/9124711/1.jpg?5251,not available,electronic cables,not available
ViewFlex G Pro K Handheld 3-axis Gimbal Video Stabilizer For,"₦ 296,600","₦ 385,579",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/84/4707601/1.jpg?1691,not available,electronic supplies power protection,not available
200 Watt Step Down Transformer,"₦ 18,000",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/70/3644801/1.jpg?9145,not available,electronic supplies power protection,not available
300Watt Step Down Transformer,"₦ 17,000",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/07/9894801/1.jpg?5446,not available,electronic supplies power protection,not available
"TV,AC WASHING MACHINE, PUMPING MACHINE PROTECTION","₦ 19,999","₦ 27,000",26%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/12/5708752/1.jpg?1496,not available,electronic supplies power protection,not available
D-Marc Fridge Guard 13Amp +TV/Audio-Guard 13Amp+ AC Guard AVS 15Amps,"₦ 18,000","₦ 19,800",9%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/89/6369141/1.jpg?7439,not available,electronic supplies power protection,not available
Gimbal Fine Adjustable D Swiel For Magnetic Base Stand Holde,"₦ 5,986","₦ 7,781",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/33/988569/1.jpg?2609,not available,electronic supplies power protection,not available
Blue Gate 2000VA Uninterrupted Power Supply - 2KVA UPS,"₦ 168,500",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/06/2621241/1.jpg?0697,not available,electronic supplies power protection,not available
5500W Hybrid Inverter,"₦ 480,000",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/61/1006162/1.jpg?2961,not available,electronic supplies power protection,not available
TV/DVD/FRIDGE Current Voltage Strong Regulator White,"₦ 3,900","₦ 7,000",44%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/06/8751442/1.jpg?0514,not available,electronic supplies power protection,not available
Step Up & Down Transformer-1000W,"₦ 35,000","₦ 45,000",22%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/13/8848231/1.jpg?7693,not available,electronic supplies power protection,not available
500watts Step Up And Stepdown Transformer,"₦ 22,000",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/67/9003452/1.jpg?4957,not available,electronic supplies power protection,not available
D-Marc HIGH VOTAGE PROTECTOR AVS 30 AMPS- REAL POWER,"₦ 13,000","₦ 16,000",19%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/32/9760941/1.jpg?4749,not available,electronic supplies power protection,not available
D-Marc HIGH VOTAGE PROTECTOR AVS 30 AMPS- REAL POWER,"₦ 14,000",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/14/9760941/1.jpg?4563,not available,electronic supplies power protection,not available
Power Surge And Tv Hanger 14-42 Inch,"₦ 6,399 - ₦ 9,000","₦ 9,500",33%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/95/1493461/1.jpg?8696,not available,electronic supplies power protection,not available
TV DVD Guard Adapter Surge Voltage Protector,"₦ 7,500",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/50/9241202/1.jpg?4713,not available,electronic supplies power protection,not available
TV Guard Voltage Protection Adaptor - WHITE,"₦ 7,500",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/07/4441202/1.jpg?5472,not available,electronic supplies power protection,not available
D Marc Automatic TV/DVD/FRIDGE Voltage Regulator Protection,"₦ 6,500",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/83/5270331/1.jpg?5348,not available,electronic supplies power protection,not available
Yamaha Piano Keyboard Power Adapter 12V 2A,"₦ 6,500",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/98/8474831/1.jpg?7021,not available,electronic supplies power protection,not available
Gas Carburetor,"₦ 40,000",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/02/3279262/1.jpg?9884,not available,electronic supplies power protection,not available
D-Marc Voltage Power Protector For AC - 15AMPS,"₦ 10,500","₦ 11,000",5%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/41/8662652/1.jpg?2665,not available,electronic supplies power protection,not available
CCTV Power Supply 4 Channels,"₦ 12,000","₦ 13,000",8%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/90/3676432/1.jpg?0184,not available,electronic supplies power protection,not available
Quick Release Camera G Alloy L-Bracket Plate Tripod Hand Gri,"₦ 25,883","₦ 33,647",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/71/842179/1.jpg?1310,not available,electronic supplies power protection,not available
12Ways Extension Socket With USB Ports (Original),"₦ 25,000",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/29/1162652/1.jpg?5429,not available,electronic supplies power protection,not available
Ldnio 6-Port USB 3-port AC Intelligent Surge Protector Power Socket,"₦ 16,000",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/72/5483911/1.jpg?0004,not available,electronic supplies power protection,not available
Ldnio 6-Port USB 3-power Socket Anti-Static Power Socket 3.4A,"₦ 15,700",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/059022/1.jpg?3640,4.8 out of 5(8),electronic supplies power protection,not available
SJ4000 SJ6000 SJ7000 M SJ4000+ WIFI SJ4000 WIFI Protective C,"₦ 21,626","₦ 28,113",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/69/173669/1.jpg?9004,not available,electronic supplies power protection,not available
4 Way CCTV Power Supply Box,"₦ 14,000","₦ 18,000",22%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/27/8014791/1.jpg?8867,not available,electronic supplies power protection,not available
Miniature Residual Current Circuit Breaker 2 Poles 400V,"₦ 16,650","₦ 33,300",50%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/01/0352391/1.jpg?8665,not available,electronic supplies power protection,not available
Portable BT Amplifier Module Multifunctional 2.1 Channel,"₦ 36,390","₦ 72,780",50%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/13/0563391/1.jpg?2781,not available,electronic supplies power protection,not available
5pcs Refrigerator Drainage Hole Unblocker Fridge Cleaner,"₦ 8,780","₦ 17,560",50%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/92/0563391/1.jpg?2782,not available,electronic supplies power protection,not available
2.1 Channel BT Audio Amplifier Module AUX BT5.0 Audio Input,"₦ 58,090","₦ 116,180",50%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/83/0563391/1.jpg?2781,not available,electronic supplies power protection,not available
Intelligent Single-phase Tuya Wifi Electricity Meter,"₦ 62,400","₦ 124,800",50%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/30/6412322/1.jpg?6931,not available,electronic supplies power protection,not available
Triaxial Handheld Stabilizer G Sports Camera Stabilizer Mobi,"₦ 83,256","₦ 108,232",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/21/052179/1.jpg?1301,not available,electronic supplies power protection,not available
Multifunctional Electromagnetic Radiation Detector Electric,"₦ 41,030","₦ 82,060",50%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/92/8382402/1.jpg?0679,not available,electronic supplies power protection,not available
Multifunctional Electromagnetic Radiation Detector Electric,"₦ 41,070","₦ 82,140",50%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/03/8382402/1.jpg?0680,not available,electronic supplies power protection,not available
Multifunctional Adjustable Voltage Limit Current Protector,"₦ 35,100","₦ 70,200",50%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/12/8463391/1.jpg?2803,not available,electronic supplies power protection,not available
Multifunctional Electromagnetic Radiation Detector Electric,"₦ 52,510","₦ 105,020",50%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/63/4672602/1.jpg?6565,not available,electronic supplies power protection,not available
Multifunctional Adjustable Voltage Limit Current Protector,"₦ 36,590","₦ 73,180",50%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/92/8463391/1.jpg?2802,not available,electronic supplies power protection,not available
Miniature Residual Current Circuit Breaker 2 Poles 400V,"₦ 13,480","₦ 26,960",50%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/57/8463391/1.jpg?2798,not available,electronic supplies power protection,not available
Miniature Residual Current Circuit Breaker 1 Pole 400V,"₦ 13,170","₦ 26,340",50%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/01/3352391/1.jpg?8547,not available,electronic supplies power protection,not available
3.5mm lavalier microphone interview shooting recording microphone,"₦ 8,636",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/65/4654682/1.jpg?9363,not available,microphones,not available
"Professional mini clip-on lavalier microphone, 3.5mm plug","₦ 8,890",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/41/7954682/1.jpg?0374,not available,microphones,not available
3.5mm black lavalier microphone micro broadcast quality wireless system with metal clip and windshield,"₦ 9,017",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/92/6554682/1.jpg?9418,not available,microphones,not available
3.5 mm microphone suitable for mobile phone presentations,"₦ 9,144",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/29/2954682/1.jpg?0270,not available,microphones,not available
3.5mm lavalier microphone interview shooting recording microphone,"₦ 8,636",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/14/9854682/1.jpg?0084,not available,microphones,not available
Portable lavalier mini microphone condenser clip-on lavalier microphone,"₦ 9,398",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/17/2854682/1.jpg?9837,not available,microphones,not available
3.5mm black lavalier microphone micro broadcast quality wireless system with metal clip and windshield,"₦ 9,017",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/59/9654682/1.jpg?9563,not available,microphones,not available
Portable lavalier mini microphone condenser clip-on lavalier microphone,"₦ 9,398",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/42/2064682/1.jpg?0688,not available,microphones,not available
3.5mm black lavalier microphone micro broadcast quality wireless system with metal clip and windshield,"₦ 9,017",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/48/1554682/1.jpg?9177,not available,microphones,not available
"Professional mini clip-on lavalier microphone, 3.5mm plug","₦ 8,890",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/2954682/1.jpg?0272,not available,microphones,not available
"Professional mini clip-on lavalier microphone, 3.5mm plug","₦ 8,890",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/61/0854682/1.jpg?9853,not available,microphones,not available
Portable lavalier mini microphone condenser clip-on lavalier microphone,"₦ 9,398",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/70/3554682/1.jpg?9443,not available,microphones,not available
"Professional mini clip-on lavalier microphone, 3.5mm plug","₦ 8,890",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/58/9654682/1.jpg?9564,not available,microphones,not available
3.5mm black lavalier microphone micro broadcast quality wireless system with metal clip and windshield,"₦ 9,017",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/08/1854682/1.jpg?9844,not available,microphones,not available
Portable lavalier mini microphone condenser clip-on lavalier microphone,"₦ 9,398",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/46/6954682/1.jpg?0378,not available,microphones,not available
3.5mm black lavalier microphone micro broadcast quality wireless system with metal clip and windshield,"₦ 9,017",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/33/6854682/1.jpg?0103,not available,microphones,not available
"Professional mini clip-on lavalier microphone, 3.5mm plug","₦ 8,890",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/18/2854682/1.jpg?9904,not available,microphones,not available
3.5mm black lavalier microphone micro broadcast quality wireless system with metal clip and windshield,"₦ 9,017",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/92/0854682/1.jpg?9853,not available,microphones,not available
Portable lavalier mini microphone condenser clip-on lavalier microphone,"₦ 9,398",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/68/4854682/1.jpg?9891,not available,microphones,not available
3.5mm black lavalier microphone micro broadcast quality wireless system with metal clip and windshield,"₦ 9,017",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/28/7954682/1.jpg?0580,not available,microphones,not available
3.5mm lavalier microphone interview shooting recording microphone,"₦ 8,636",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/00/3654682/1.jpg?9374,not available,microphones,not available
3.5mm lavalier microphone interview shooting recording microphone,"₦ 8,636",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/63/9854682/1.jpg?0083,not available,microphones,not available
Portable lavalier mini microphone condenser clip-on lavalier microphone,"₦ 9,398",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/35/5654682/1.jpg?9478,not available,microphones,not available
3.5mm lavalier microphone interview shooting recording microphone,"₦ 8,636",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/52/6654682/1.jpg?9476,not available,microphones,not available
Portable lavalier mini microphone condenser clip-on lavalier microphone,"₦ 9,398",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/86/9754682/1.jpg?9716,not available,microphones,not available
"Professional mini clip-on lavalier microphone, 3.5mm plug","₦ 8,890",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/13/3754682/1.jpg?9544,not available,microphones,not available
3.5mm lavalier microphone interview shooting recording microphone,"₦ 8,636",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/28/9554682/1.jpg?9395,not available,microphones,not available
Portable lavalier mini microphone condenser clip-on lavalier microphone,"₦ 9,398",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/59/3754682/1.jpg?9540,not available,microphones,not available
"Professional mini clip-on lavalier microphone, 3.5mm plug","₦ 8,890",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/12/3854682/1.jpg?9902,not available,microphones,not available
3.5mm lavalier microphone interview shooting recording microphone,"₦ 8,636",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/69/2654682/1.jpg?9375,not available,microphones,not available
Portable lavalier mini microphone condenser clip-on lavalier microphone,"₦ 9,398",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/45/8654682/1.jpg?9458,not available,microphones,not available
3.5mm black lavalier microphone micro broadcast quality wireless system with metal clip and windshield,"₦ 9,017",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/32/4754682/1.jpg?9537,not available,microphones,not available
3.5 mm microphone suitable for mobile phone presentations,"₦ 9,144",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/34/8654682/1.jpg?9459,not available,microphones,not available
3.5 mm microphone suitable for mobile phone presentations,"₦ 9,144",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/00/3064682/1.jpg?0684,not available,microphones,not available
3.5mm black lavalier microphone micro broadcast quality wireless system with metal clip and windshield,"₦ 9,017",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/56/0554682/1.jpg?9185,not available,microphones,not available
3.5mm black lavalier microphone micro broadcast quality wireless system with metal clip and windshield,"₦ 9,017",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/98/7954682/1.jpg?0579,not available,microphones,not available
"Professional mini clip-on lavalier microphone, 3.5mm plug","₦ 8,890",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/58/8854682/1.jpg?0088,not available,microphones,not available
3.5mm black lavalier microphone micro broadcast quality wireless system with metal clip and windshield,"₦ 9,017",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/68/9654682/1.jpg?9564,not available,microphones,not available
3.5mm black lavalier microphone micro broadcast quality wireless system with metal clip and windshield,"₦ 9,017",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/70/8654682/1.jpg?9460,not available,microphones,not available
3.5mm black lavalier microphone micro broadcast quality wireless system with metal clip and windshield,"₦ 9,017",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/18/7954682/1.jpg?0580,not available,microphones,not available
Aluminium Motorcycle B Phone Holder Mount QC3.0 Fast USB Cha,"₦ 24,223","₦ 31,489",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/95/9623711/1.jpg?2818,not available,electronic cables,not available
Mobotron Standard B Universal Car IPad Notebook Laptop Mount,"₦ 52,580","₦ 68,353",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/04/0933711/1.jpg?9849,not available,electronic cables,not available
Expandable Wireless B Bluetooth Shutter Selfie Stand,"₦ 9,251","₦ 12,025",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/78/5553711/1.jpg?9553,not available,electronic cables,not available
2PCS 3.5mm B AUX Wireless Bluetooth Car Stereo Audio Music R,"₦ 9,733","₦ 12,652",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/17/9653711/1.jpg?1872,not available,electronic cables,not available
2PCS 3.5mm B AUX Wireless Bluetooth Car Stereo Audio Music R,"₦ 9,785","₦ 12,720",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/61/6543711/1.jpg?3947,not available,electronic cables,not available
Universal Aluminum B Phone Mount Stand Desk Desktop Holder F,"₦ 9,529","₦ 12,387",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/74/7973711/1.jpg?0415,not available,electronic cables,not available
12V 24V B 5V 3.1A Car Twin Double USB Output Charger Adapter,"₦ 7,741","₦ 10,062",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/63/1653711/1.jpg?9544,not available,electronic cables,not available
Aluminium Motorcycle B Phone Holder Mount QC3.0 Fast USB Cha,"₦ 24,223","₦ 31,489",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/85/0723711/1.jpg?3268,not available,electronic cables,not available
Universal Desktop B Phone Holder Tablet Stand Mount Adjustab,"₦ 9,431","₦ 12,259",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/20/7243711/1.jpg?1564,not available,electronic cables,not available
12V 24V B 5V 3.1A Car Twin Double USB Output Charger Adapter,"₦ 7,741","₦ 10,062",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/80/9773711/1.jpg?9385,not available,electronic cables,not available
Aluminium Motorcycle B Phone Holder Mount QC3.0 Fast USB Cha,"₦ 24,223","₦ 31,489",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/56/1723711/1.jpg?3262,not available,electronic cables,not available
Qi Wireless B Charger Car Cup Mount Holder W/ USB Charging P,"₦ 36,160","₦ 47,007",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/46/8024711/1.jpg?4063,not available,electronic cables,not available
Universal Desktop B Phone Holder Tablet Stand Mount Adjustab,"₦ 9,431","₦ 12,259",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/49/8243711/1.jpg?1561,not available,electronic cables,not available
Universal Aluminum B Phone Mount Stand Desk Desktop Holder F,"₦ 9,529","₦ 12,387",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/42/7973711/1.jpg?0418,not available,electronic cables,not available
Lifesta LARGE B Size Triped Portable Flexible Tripod Gorilla,"₦ 17,078","₦ 22,200",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/38/4943711/1.jpg?4748,not available,electronic cables,not available
12V 24V B 5V 3.1A Car Twin Double USB Output Charger Adapter,"₦ 8,000","₦ 10,399",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/52/0653711/1.jpg?9547,not available,electronic cables,not available
YAyusi S2 B Dual Units Wireless Bluetooth Speaker LED Displa,"₦ 34,161","₦ 44,408",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/51/5793711/1.jpg?8313,not available,electronic cables,not available
Upa Usb Programmer Diagnostic-Tool Upa-Usb Ecu Programmer Upa Usb V1.3 with Adapter for 2013 Version Main Unit,"₦ 28,359","₦ 54,458",48%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/23/4256432/1.jpg?8490,not available,electronic cables,not available
PUBG Mobile B Phone Shooter Controller Game Trigger Gamepad,"₦ 10,353","₦ 13,458",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/48/9169671/1.jpg?8899,not available,electronic cables,not available
Aluminium Motorcycle B Phone Holder Mount QC3.0 Fast USB Cha,"₦ 24,223","₦ 31,489",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/28/2723711/1.jpg?3253,not available,electronic cables,not available
915 Generation Center Roller Shutter Cover for Mercedes-Benz C-Class W203,"₦ 10,846","₦ 20,612",47%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/2536232/1.jpg?3536,not available,electronic cables,not available
"2.5"" External B Cable Hard Drive Disk Cover Pouch Protective","₦ 6,112","₦ 7,945",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/22/2839671/1.jpg?8522,not available,electronic cables,not available
2in1 Aluminum B Vertical Laptop Tablet Stand Space Saving Ho,"₦ 31,144","₦ 40,486",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/77/8843711/1.jpg?4894,not available,electronic cables,not available
Memory Foam B Pillow Car Chair Black,"₦ 16,031","₦ 20,839",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/08/2783711/1.jpg?4040,not available,electronic cables,not available
HAWEEL HWL-6410 B Universal 360° Rotation X-type Clip Goose-,"₦ 16,728","₦ 21,745",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/92/7614711/1.jpg?9141,not available,electronic cables,not available
5 X Purple O Vinyl Decal Skin Sticker Cover For Xbox ONE Con,"₦ 25,583","₦ 33,257",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/71/752878/1.jpg?8948,not available,electronic cables,not available
360° Car B Air Vent Mount Cradle Holder Stand For Mobile Sma,"₦ 6,121","₦ 7,956",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/01/0553711/1.jpg?8316,not available,electronic cables,not available
Lifesta LARGE B Size Triped Portable Flexible Tripod Gorilla,"₦ 17,105","₦ 22,236",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/66/0834711/1.jpg?8185,not available,electronic cables,not available
Oven Lid B Concentrate Insert Lid+3PCS Screens Replace Acces,"₦ 18,701","₦ 24,310",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/0652771/1.jpg?0716,not available,electronic cables,not available
"2.5"" External B Cable Hard Drive Disk Cover Pouch Protective","₦ 5,852","₦ 7,607",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/88/0888671/1.jpg?6012,not available,electronic cables,not available
GUB G-86Bicycle B Holder Handbar Clip Stand Non-slip Shockpr,"₦ 16,400","₦ 21,319",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/43/2614711/1.jpg?8203,not available,electronic cables,not available
12-24V Motorcycle B Dual USB Charger Voltmeter Hella Plug So,"₦ 24,119","₦ 31,354",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/12/7783711/1.jpg?3987,not available,electronic cables,not available
12-24V Motorcycle B Dual USB Charger Voltmeter Hella Plug So,"₦ 24,119","₦ 31,354",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/40/9133711/1.jpg?6589,not available,electronic cables,not available
New OBD OBD2 Extension Cable Connector for Launch X431 V,"₦ 11,125","₦ 22,250",50%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/79/0014262/1.jpg?6096,not available,electronic cables,not available
100 Meter RG59 CCTV Full  Cable With Power,"₦ 18,000","₦ 30,000",40%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/05/2965701/1.jpg?1749,not available,electronic cables,not available
Phone Screen B Amplifier Stand 12''HD Screen Magnifier Solid,"₦ 21,060","₦ 27,377",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/94/3296711/1.jpg?7658,not available,electronic cables,not available
Quad Controller B LED Dual Charger Charging Stand Station Do,"₦ 23,067","₦ 29,986",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/21/8848571/1.jpg?0320,not available,electronic cables,not available
8 USB3.0 B Charging Seat QI Wireless Charging Seat Hub Hub D,"₦ 43,887","₦ 57,052",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/88/2419571/1.jpg?0293,not available,electronic cables,not available
2A Safety B Car Charge Holder For All Smart Digital Phone Ta,"₦ 20,382","₦ 26,496",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/21/0957671/1.jpg?8385,not available,electronic cables,not available
4.8 Amp B 24 Watt DUAL USB CAR CHARGER Blue/Silver,"₦ 10,514","₦ 13,667",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/13/3417671/1.jpg?8987,not available,electronic cables,not available
